"gene" "CHROM" "Parallelism" "isShifting" "isPartiallyParallel" "isFullyParallel" "Parallel_category" "Annotation" "Putative_impact" "logFC" "abs_logFC" "significant_sg_pool" "highest_sg_pool" "significant_de_pool" "highest_de_pool" "common_pool" "hub_gene" "module_gene" "gene_chr" "gene_start" "gene_end" "net_selection" "direct_selection" "diff_selection" "log_net_selection" "log_direct_selection" "eQTL_carrier" "eQTL_carrier_category" "eQTL_phenotype" "eQTL_phenotype_category" "hub_gene_category" "Pleiotropy" "Pleiotropy_category" "Connectivity" "Connectivity_category"
"TC001643" "TC001643" "ChLG9" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.0123391389651598 0.0123391389651598 0 0 0 0 0 0 1 "ChLG9" 6854455 6865042 0.051407896499952 -1.43e-05 0.051422196499952 -1.28897016616123 -4.84466396253494 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001697" "TC001697" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.055584400584817 0.055584400584817 0 0 0 0 0 0 1 "ChLGX" 10643952 10647647 -0.265794557283574 -1.2e-05 -0.265782557283574 -0.575453916417785 -4.92081875395237 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001698" "TC001698" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0158116260943365 0.0158116260943365 0 0 0 0 0 0 1 "ChLGX" 10638934 10642527 -0.011809221575078 2.34e-06 -0.011811561575078 -1.92777872870232 -5.63078414258986 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001701" "TC001701" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0724745906244319 0.0724745906244319 0 0 0 0 0 0 1 "ChLGX" 10607278 10608321 0.187349036002199 -6.41e-06 0.187355446002199 -0.727348537211243 -5.19314197048118 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001703" "TC001703" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0085938755606997 0.0085938755606997 0 0 0 0 0 0 1 "ChLGX" 10594069 10596464 -0.003577233417317 5.39e-05 -0.003631133417317 -2.44645272086714 -4.26841123481326 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001704" "TC001704" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.182068974822829 0.182068974822829 0 0 0 0 0 0 1 "ChLGX" 10520133 10523444 0.066776968462276 7.19e-06 0.066769778462276 -1.17537330091492 -5.14327110961712 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001705" "TC001705" "ChLGX" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.140026155258129 0.140026155258129 0 0 0 0 0 0 1 "ChLGX" 10480258 10495048 0.006856166816421 -2.6e-05 0.006882166816421 -2.16391862419895 -4.58502665202918 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001711" "TC001711" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0209042408971313 0.0209042408971313 0 0 0 0 0 0 1 "ChLGX" 10434082 10443995 -0.061882711815986 -1.41e-05 -0.061868611815986 -1.2084306629605 -4.85078088734462 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001713" "TC001713" "ChLGX" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.0329873668741928 0.0329873668741928 0 0 0 0 0 0 1 "ChLGX" 10332247 10332792 -0.021358855050885 -4.23e-05 -0.021316555050885 -1.67042203153159 -4.37365963262496 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001715" "TC001715" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0296617140737167 0.0296617140737167 0 0 0 0 0 0 1 "ChLGX" 10254002 10255480 -0.279032044198877 -2.53e-05 -0.279006744198877 -0.554345919236716 -4.59687947882418 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001742" "TC001742" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.267557389557387 0.267557389557387 0 0 0 0 0 0 1 "ChLGX" 10232763 10236963 -0.144149137645493 -5.34e-05 -0.144095737645493 -0.841187951381386 -4.27245874297144 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001743" "TC001743" "ChLGX" 0 0 0 0 "No shift" "synonymous_variant" "LOW" -0.0751431491873276 0.0751431491873276 0 0 0 0 0 0 1 "ChLGX" 10256726 10260664 -0.554552633178989 5.56e-07 -0.554553189178989 -0.256057228208396 -6.25492520841794 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001744" "TC001744" "ChLGX" 0 0 0 0 "No shift" "missense_variant" "MODERATE" -0.0659348363930512 0.0659348363930512 0 0 0 0 0 0 1 "ChLGX" 10264974 10271789 0.667118311103427 3.84e-05 0.667079911103427 -0.175797138642821 -4.41566877563247 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001749" "TC001749" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.100783925799762 0.100783925799762 0 0 0 0 0 0 1 "ChLGX" 10370689 10397869 0.783644549866125 7.55e-06 0.783636999866125 -0.105880882515151 -5.12205304837081 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC001750" "TC001750" "ChLGX" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" 0.0916379318353743 0.0916379318353743 0 0 0 0 0 0 1 "ChLGX" 10399545 10406373 -0.008877889355329 1.16e-05 -0.008889489355329 -2.05169027186635 -4.93554201077308 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001751" "TC001751" "ChLGX" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.0945922493425909 0.0945922493425909 0 0 0 0 0 0 1 "ChLGX" 10407904 10409349 -0.031880031902816 -0.000109926078138 -0.031770105824678 -1.49648125267084 -3.95889926619415 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001752" "TC001752" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0171075038390906 0.0171075038390906 0 0 0 0 0 0 1 "ChLGX" 10412066 10417026 -0.16139448102754 -0.000165494875299 -0.161228986152241 -0.792111320297131 -3.78121545000805 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001753" "TC001753" "ChLGX" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.00195642412583996 0.00195642412583996 0 0 0 0 0 0 1 "ChLGX" 10419257 10420559 0.096792926780557 4.95e-05 0.096743426780557 -1.01415637794378 -4.30539480106643 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001754" "TC001754" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0646665387734471 0.0646665387734471 0 0 0 0 0 0 1 "ChLGX" 10424457 10430157 -0.026095049197964 5.02e-05 -0.026145249197964 -1.58344188001626 -4.29929628285498 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001755" "TC001755" "ChLGX" 1 1 0 0 "Single shift" "downstream_gene_variant" "MODIFIER" -0.0178547136880279 0.0178547136880279 0 0 0 0 0 0 1 "ChLGX" 10432308 10432763 -0.070672165041559 -1.23e-05 -0.070659865041559 -1.15075160387136 -4.9100948885606 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001759" "TC001759" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0592694772186502 0.0592694772186502 0 0 0 0 0 0 1 "ChLGX" 10468771 10475924 -0.110807561331347 8.46e-06 -0.110816021331347 -0.955430603033265 -5.07262963696098 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001761" "TC001761" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.12952626970927 0.12952626970927 0 0 0 0 0 0 1 "ChLGX" 10517867 10519967 -0.006087585856147 6.99e-06 -0.006094575856147 -2.21555490067046 -5.15552282425432 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001766" "TC001766" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.168948147249605 0.168948147249605 0 0 0 0 0 0 1 "ChLGX" 10601293 10607218 -0.088250888500059 -3.2e-06 -0.088247688500059 -1.05428091348994 -5.49485002168009 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001771" "TC001771" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.104266119056438 0.104266119056438 0 0 0 0 0 0 1 "ChLGX" 10629599 10631962 0.096725446490911 1.69e-05 0.096708546490911 -1.0144592568707 -4.77211329538633 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC001773" "TC001773" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0883919625965883 0.0883919625965883 0 0 0 0 0 0 1 "ChLGX" 10635051 10638870 0.031102679776164 0.000112250249897 0.030990429526267 -1.50720219097757 -3.94981268347593 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002403" "TC002403" "ChLG3" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.112285047595161 0.112285047595161 0 0 0 0 0 0 1 "ChLG3" 37475209 37479771 0.056409201908057 1.13e-05 0.056397901908057 -1.24865004474152 -4.94692155651658 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002404" "TC002404" "ChLG3" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.14160944893167 0.14160944893167 0 0 0 0 0 0 1 "ChLG3" 37457606 37474226 0.149741932976408 2.44e-05 0.149717532976408 -0.824656564986734 -4.61261017366127 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002423" "TC002423" "ChLG3" 0 0 0 0 "No shift" "missense_variant" "MODERATE" 0.00456944491157547 0.00456944491157547 0 0 0 0 0 0 1 "ChLG3" 36040511 36067787 -0.056084299223328 6.66e-06 -0.056090959223328 -1.25115870229171 -5.1765257708297 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002463" "TC002463" "ChLG3" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0922432815322159 0.0922432815322159 0 0 0 0 0 0 1 "ChLG3" 34829716 34837961 0.128388483023008 8.22e-05 0.128306283023008 -0.891473932527978 -4.08512818245995 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002471" "TC002471" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0939136393347991 0.0939136393347991 0 0 0 0 0 0 1 "ChLG3" 33815486 33817381 -0.067543224063038 -0.000139946903168 -0.06740327715987 -1.17041821288378 -3.85403670742954 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002481" "TC002481" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0459833675878051 0.0459833675878051 0 0 0 0 0 0 1 "ChLG3" 33215006 33244789 -0.000196749203883 1.54e-06 -0.000198289203883 -3.70608701627472 -5.81247927916354 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002501" "TC002501" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0922370886541593 0.0922370886541593 0 0 0 0 0 0 1 "ChLG3" 31479733 31489351 0.1425708497442 2.65e-06 0.1425681997442 -0.845969261927158 -5.57675412606319 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002505" "TC002505" "ChLG3" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.114341258095816 0.114341258095816 0 0 0 0 0 0 1 "ChLG3" 31435060 31446271 -0.324945982130554 -1.93e-06 -0.324944052130554 -0.488188828597871 -5.71444269099223 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002506" "TC002506" "ChLG3" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.00513621485008541 0.00513621485008541 0 0 0 0 0 0 1 "ChLG3" 31427788 31433514 -0.001546041503691 -4.1e-06 -0.001541941503691 -2.81077885156773 -5.38721614328026 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002522" "TC002522" "ChLG3" 2 1 1 0 "Partial/full parallelism" "stop_gained" "HIGH" -0.0726465594042798 0.0726465594042798 0 0 0 0 0 0 1 "ChLG3" 30955358 30966110 -0.166830369344083 -1.26e-05 -0.166817769344083 -0.777724888722171 -4.89962945488244 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002533" "TC002533" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.173255435490869 0.173255435490869 0 0 0 0 0 1 0 "ChLG3" 30553004 30558458 0.202324971659924 -1.79e-06 0.202326761659924 -0.69395051176793 -5.74714696902011 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002540" "TC002540" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.149735206935142 0.149735206935142 0 0 0 0 0 1 0 "ChLG3" 27595939 27601143 0.08595530710566 1.87e-05 0.08593660710566 -1.06572730367096 -4.7281583934635 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002545" "TC002545" "ChLG3" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.259951783833377 0.259951783833377 0 0 0 0 0 0 1 "ChLG3" 27032432 27080605 -0.160819002511711 -2.6e-05 -0.160793002511711 -0.793662635945858 -4.58502665202918 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002546" "TC002546" "ChLG3" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0601929498058288 0.0601929498058288 0 0 0 0 0 0 1 "ChLG3" 27025036 27025942 -0.00988299683037 -5.08e-05 -0.00983219683037 -2.00511134392003 -4.29413628771608 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002588" "TC002588" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0203760173532215 0.0203760173532215 0 0 0 0 0 0 1 "ChLG3" 25602977 25605879 0.086580577878786 1.52e-06 0.086579057878786 -1.06257951983113 -5.81815641205523 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC002590" "TC002590" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.074838745122188 0.074838745122188 0 0 0 0 0 0 1 "ChLG3" 25577355 25588578 -0.085233832687876 7.86e-06 -0.085241692687876 -1.06938798230983 -5.10457745396059 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002597" "TC002597" "ChLG3" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.01131116039866 0.01131116039866 0 0 0 0 0 0 1 "ChLG3" 24967583 24974385 -0.583096940674408 -9.2e-08 -0.583096848674408 -0.234259237179039 -7.03621217265444 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002599" "TC002599" "ChLG3" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.0662261856700761 0.0662261856700761 0 0 0 0 0 0 1 "ChLG3" 24938917 24939907 0.113418403234535 3.93e-06 0.113414473234535 -0.94531647123898 -5.40560744962457 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002616" "TC002616" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0172103673711326 0.0172103673711326 1 1 0 0 1 0 1 "ChLG3" 24127503 24136832 -0.215512342781002 -7.89e-05 -0.215433442781002 -0.666527851961822 -4.10292299679058 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002622" "TC002622" "ChLG3" 2 1 1 0 "Partial/full parallelism" "stop_gained" "HIGH" 0.140183104248591 0.140183104248591 0 0 0 0 0 0 1 "ChLG3" 23488277 23492219 0.091132965739348 3.59e-05 0.091097065739348 -1.04032449625481 -4.44490555142168 1 "eQTL carrier" 1 "eQTL phenotype" "Other" 1 "Single-phenotype eQTL carrier" 3 "Low connectivity"
"TC002627" "TC002627" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0205294437739505 0.0205294437739505 0 0 0 0 0 0 1 "ChLG3" 23367843 23375004 -0.055929911935107 1.34e-05 -0.055943311935107 -1.25235586449309 -4.87289520163519 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002637" "TC002637" "ChLG3" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" -0.0616195427885695 0.0616195427885695 0 0 0 0 0 0 1 "ChLG3" 22563470 22568234 0.024673298906894 0.000317572674484 0.02435572623241 -1.60777277992746 -3.49815687347215 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002645" "TC002645" "ChLG3" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.0881426874473291 0.0881426874473291 0 0 0 0 0 0 1 "ChLG3" 22215229 22227376 0.011312221499496 -3.57e-05 0.011347921499496 -1.94645209973997 -4.44733178388781 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002672" "TC002672" "ChLG3" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0215885977726109 0.0215885977726109 0 0 0 0 0 0 1 "ChLG3" 20906533 20907214 -0.025349392963202 -1.49e-05 -0.025334492963202 -1.59603243616845 -4.82681373158773 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002817" "TC002817" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0396945228081181 0.0396945228081181 0 0 0 0 0 0 1 "ChLG3" 11618802 11621487 0.489357235108161 2.82e-05 0.489329035108161 -0.310373986287966 -4.54975089168064 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002823" "TC002823" "ChLG3" 0 0 0 0 "No shift" "synonymous_variant" "LOW" 0.300538287482894 0.300538287482894 0 0 0 0 0 0 1 "ChLG3" 11358156 11358768 0.00462937898681 6.59e-05 0.00456347898681 -2.33447726399081 -4.18111458540599 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002825" "TC002825" "ChLG3" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0781577041308192 0.0781577041308192 0 0 0 0 0 0 1 "ChLG3" 11317941 11323629 0.012592388863871 7.85e-06 0.012584538863871 -1.8998918733883 -5.10513034325475 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002864" "TC002864" "ChLG3" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0872029803962792 0.0872029803962792 0 0 0 0 0 0 1 "ChLG3" 10076978 10083891 -0.073026687029723 -1.42e-05 -0.073012487029723 -1.13651840136247 -4.84771165561694 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002893" "TC002893" "ChLG3" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.282760244668659 0.282760244668659 0 0 0 0 0 0 1 "ChLG3" 9011799 9014428 -0.068213321849207 -7.46e-07 -0.068212575849207 -1.16613080070119 -6.12726117252733 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002911" "TC002911" "ChLG3" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0839946500942709 0.0839946500942709 0 0 0 0 0 0 1 "ChLG3" 8523562 8527355 -0.101628543463268 -0.000240488439843 -0.101388055023425 -0.992984298670048 -3.61890579510329 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002912" "TC002912" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.101157892379057 0.101157892379057 0 0 0 0 0 0 1 "ChLG3" 8520087 8522392 0.015575846133678 -6.06e-05 0.015636446133678 -1.80754835165396 -4.21752737583371 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002949" "TC002949" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0783236698656273 0.0783236698656273 0 0 0 0 0 0 1 "ChLG3" 7808603 7809839 0.214058447532763 7.4e-06 0.214051047532763 -0.669467628635684 -5.13076828026902 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002963" "TC002963" "ChLG3" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0293151971360963 0.0293151971360963 0 0 0 0 0 0 1 "ChLG3" 7632283 7635435 0.094439519996448 1.69e-05 0.094422619996448 -1.02484622895697 -4.77211329538633 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002964" "TC002964" "ChLG3" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0351682497265153 0.0351682497265153 0 0 0 0 0 0 1 "ChLG3" 7626667 7631383 -0.091771225618557 -4.9e-08 -0.091771176618557 -1.03729346818863 -7.30980391997149 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002973" "TC002973" "ChLG3" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.024982527675246 0.024982527675246 0 0 0 0 0 0 1 "ChLG3" 7435537 7437053 0.089283738930076 4.66e-05 0.089237138930076 -1.04922763110027 -4.33161408331 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC002976" "TC002976" "ChLG3" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0875460534214009 0.0875460534214009 0 0 0 0 0 1 0 "ChLG3" 7412536 7416450 -0.201372261170346 5.82e-06 -0.201378081170346 -0.696000353297465 -5.23507701535011 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC003005" "TC003005" "ChLG3" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.14500657979597 0.14500657979597 0 0 0 0 0 0 1 "ChLG3" 6722950 6726535 1.02643692425749 1.02e-05 1.02642672425749 0.011332266625679 -4.99139982823808 0 "Other" 1 "eQTL phenotype" "Other" 0 "Non-eQTL carrier" 1 "Low connectivity"
"TC003070" "TC003070" "ChLG3" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0291741790364841 0.0291741790364841 0 0 0 0 0 0 1 "ChLG3" 3860724 3876082 -0.389516260316998 -2.9e-05 -0.389487260316998 -0.409474408033656 -4.53760200210104 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC003079" "TC003079" "ChLG3" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0769978745741708 0.0769978745741708 0 0 0 0 0 0 1 "ChLG3" 3575078 3582903 -0.009059773495603 3.37e-07 -0.009060110495603 -2.04288266003173 -6.47237009912866 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC003094" "TC003094" "ChLG3" 5 1 1 1 "Partial/full parallelism" "synonymous_variant" "LOW" 0.00542768227085764 0.00542768227085764 0 0 0 0 0 0 1 "ChLG3" 2700636 2709855 -0.064850596923502 -3.13e-05 -0.064819296923502 -1.18808602205654 -4.50445566245355 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC003112" "TC003112" "ChLG3" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0141466201008991 0.0141466201008991 0 0 0 0 0 0 1 "ChLG3" 1769927 1773712 1.11725402422708 7.47e-08 1.11725394952708 0.0481519276165474 -7.1266793981846 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC003116" "TC003116" "ChLG3" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.039073412578535 0.039073412578535 0 0 0 0 0 0 1 "ChLG3" 1733578 1734675 -0.063811888325544 -7.46e-05 -0.063737288325544 -1.19509840351693 -4.12726117252733 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC003119" "TC003119" "ChLG3" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.37966685098182 0.37966685098182 0 0 1 0 1 0 1 "ChLG3" 1724411 1725100 0.015456082394892 5.69e-06 0.015450392394892 -1.81090057574021 -5.24488773360493 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
